ws,wd,WT1,WT2,WT3,WT4,WT5,WT6,WT7,WT8,WT9
0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.999,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,15.9375,15.9375,-15.9375,0.0,0.0,0.0,0.0,0.0,0.0
4.0,3.0,9.375,9.375,9.375,0.0,0.0,0.0,0.0,0.0,0.0
4.0,6.0,4.6875,4.6875,4.6875,0.0,0.0,0.0,0.0,0.0,0.0
4.0,9.0,5.625,5.625,5.625,4.6875,4.6875,4.6875,0.0,0.0,0.0
4.0,12.0,1.875,1.875,1.875,0.9375,0.9375,0.9375,0.0,0.0,0.0
4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,21.0,0.0,-2.8125,-2.8125,0.0,0.0,0.0,0.0,0.0,0.0
4.0,24.0,0.0,-7.5,-7.5,0.0,0.0,0.0,0.0,0.0,0.0
4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,30.0,0.0,5.625,5.625,0.0,0.0,0.0,0.0,0.0,0.0
4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,36.0,0.0,-1.875,-0.9375,0.0,-0.9375,-2.8125,0.0,0.0,0.0
4.0,39.0,0.0,-7.5,-5.625,0.0,-4.6875,-7.5,0.0,0.0,0.0
4.0,42.0,0.0,-11.25,-5.625,0.0,0.0,-11.25,0.0,0.0,0.0
4.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,48.0,0.0,11.25,5.625,0.0,0.0,11.25,0.0,0.0,0.0
4.0,51.0,0.0,7.5,5.625,0.0,4.6875,7.5,0.0,0.0,0.0
4.0,54.0,0.0,2.8125,0.9375,0.0,0.9375,1.875,0.0,0.0,0.0
4.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,60.0,0.0,0.0,-5.625,0.0,0.0,-5.625,0.0,0.0,0.0
4.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,66.0,0.0,0.0,7.5,0.0,0.0,7.5,0.0,0.0,0.0
4.0,69.0,0.0,0.0,2.8125,0.0,0.0,2.8125,0.0,0.0,0.0
4.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,78.0,0.0,-0.9375,-1.875,0.0,-0.9375,-1.875,0.0,-0.9375,-1.875
4.0,81.0,0.0,-4.6875,-5.625,0.0,-4.6875,-5.625,0.0,-4.6875,-5.625
4.0,84.0,0.0,0.0,-4.6875,0.0,0.0,-4.6875,0.0,0.0,-4.6875
4.0,87.0,0.0,0.0,-9.375,0.0,0.0,-9.375,0.0,0.0,-9.375
4.0,90.0,0.0,0.0,-15.9375,0.0,0.0,-15.9375,0.0,0.0,-15.9375
4.0,93.0,0.0,0.0,9.375,0.0,0.0,9.375,0.0,0.0,9.375
4.0,96.0,0.0,0.0,4.6875,0.0,0.0,4.6875,0.0,0.0,4.6875
4.0,99.0,0.0,4.6875,5.625,0.0,4.6875,5.625,0.0,4.6875,5.625
4.0,102.0,0.0,0.9375,1.875,0.0,0.9375,1.875,0.0,0.9375,1.875
4.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,111.0,0.0,0.0,0.0,0.0,0.0,-2.8125,0.0,0.0,-2.8125
4.0,114.0,0.0,0.0,0.0,0.0,0.0,-7.5,0.0,0.0,-7.5
4.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,120.0,0.0,0.0,0.0,0.0,0.0,5.625,0.0,0.0,5.625
4.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,126.0,0.0,0.0,0.0,0.0,-0.9375,-1.875,0.0,-2.8125,-0.9375
4.0,129.0,0.0,0.0,0.0,0.0,-4.6875,-7.5,0.0,-7.5,-5.625
4.0,132.0,0.0,0.0,0.0,0.0,0.0,-11.25,0.0,-11.25,-5.625
4.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,138.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,11.25,5.625
4.0,141.0,0.0,0.0,0.0,0.0,4.6875,7.5,0.0,7.5,5.625
4.0,144.0,0.0,0.0,0.0,0.0,0.9375,2.8125,0.0,1.875,0.9375
4.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.625,-5.625
4.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5
4.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8125,2.8125
4.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,168.0,0.0,0.0,0.0,-0.9375,-0.9375,-0.9375,-1.875,-1.875,-1.875
4.0,171.0,0.0,0.0,0.0,-4.6875,-4.6875,-4.6875,-5.625,-5.625,-5.625
4.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.6875,-4.6875,-4.6875
4.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.375,-9.375,-9.375
4.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.9375,-15.9375,-15.9375
4.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,9.375,9.375,9.375
4.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6875,4.6875,4.6875
4.0,189.0,0.0,0.0,0.0,4.6875,4.6875,4.6875,5.625,5.625,5.625
4.0,192.0,0.0,0.0,0.0,0.9375,0.9375,0.9375,1.875,1.875,1.875
4.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8125,-2.8125,0.0
4.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.5,-7.5,0.0
4.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,5.625,5.625,0.0
4.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
